1, Linear, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
4, Advanced, 0, Linear, 0, 26, 10, 240, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
5, Advanced, 0, Linear, 0, 26, 10, 250, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
6, Advanced, 0, Linear, 0, 26, 10, 260, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
7, Random, 50, Linear, 0, 26, 10, 240, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
8, Random, 59, Linear, 0, 26, 10, 250, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
9, Random, 69, Linear, 0, 26, 10, 260, LinearPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
10, Linear, 0, Random, 0, 26, 10, 240, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
11, Linear, 0, Random, 0, 26, 10, 250, RandomPlayer2
